สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ยังไม่เข้า","520004088502","B07267","ธวัชบุรี (NEL)","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004088503","B07269","สะพานค่ายหลวง (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088504","B07271","ห้วยชินสีห์ (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088505","B07278","ปตท.อุทัยใหม่ (RC)","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088507","B07282","นาทอง ซอย 5 (BN)","BN","BN1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004088511","B07292","สวนผึ้ง (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ตรงแผน","520004088513","B07295","หนองพอก (NEL)","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-01 11:06:05","2024-07-01 12:39:53"
"ยังไม่เข้า","520004088514","B07297","อ.วัดโบสถ์ (RN)","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088516","B07306","อำเภอลอง (RN)","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088517","B07308","ปตท.วงเวียนแม่สอด (RN)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088518","B07314","อ่อนนุช 57 จุด 2 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","",""
"ยังไม่เข้า","520004088520","B07328","สี่แยกหนองพะอง (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004088521","B07331","ปตท.พหลโยธินวังน้อย กม.78 (RC)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088526","B07344","ปตท.รังสิต-นครนายก 47 (BN)","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004088527","B07350","ตลาดหนองจอก (ระยอง) (REL)","REL","REL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004088532","B07358","คลองปาง (RSL)","RSL","RSL10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088537","B07372","ปลายพระยา (RSL)","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004088539","B07378","PTTORบางใหญ่ (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004088541","B07383","ปตท.บ้านกร่าง (RN)","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004088558","B07409","ตลาดสมบูรณ์ทรัพย์ (BN)","BN","BN3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004088560","B07411","ชุมชนมหาชัย (NEL)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004088562","B07413","ซอย 13 นิคมพัฒนา (REL)","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004088568","B07419","ตลาดตะพานหิน (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004088572","B07422","เอื้ออมรคอนโด (BS)","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088574","B07427","พิชัยรณรงค์สงคราม ซอย 1 (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004088575","B07429","หัวลำโพง (พระราม 4) (BW)","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088579","B07435","หมู่บ้านเพชรสยาม 3 (BW)","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088580","B07438","ตลาดค้าส่งสำโรง (BS)","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004088582","B07448","ปตท.สระบุรี-พุแค กม.113 (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004088587","B07455","ตลาดพิจิตร (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088589","B07459","มิตรอุดม (BS)","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004088594","B07465","คุณาลัย - บางใหญ่ (BG)","BG","BG5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004088595","B07466","สารสินอมตะซิตี้ (ระยอง ) (REL)","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004088596","B07469","บางน้ำจืด (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088598","B07482","หมู่บ้านอรัญญิก (RC)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ตรงแผน","520004088603","B07496","โรบินสันจันทบุรี (REL)","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 09:31:02","2024-07-03 11:03:24"
"ยังไม่เข้า","520004088605","B07497","ปตท.สูงเม่น (RN)","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004088608","B07507","ตลาดน้ำดำเนินสะดวก (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088612","B07512","ม.ไทยสมบูรณ์ จุด 2 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004088613","B07513","ตลาดพงษ์ทรัพย์ (จรัญ ฯ 46) (BG)","BG","BG1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004088617","B07522","นัมเบอร์วัน ราม 2 จุด1 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088619","B07523","นัมเบอร์วัน ราม 2 จุด2 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004088622","B07533","เนอวานา (BW)","BW","BW4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
